Gene_set,Term,Overlap,P-value,Adjusted P-value,Old P-value,Old Adjusted P-value,Odds Ratio,Combined Score,Genes
GO_Biological_Process_2025,Positive Regulation of Protein Ubiquitination (GO:0031398),3/76,0.0058487757270354,0.027629678933935,0,0,8.763146266018559,45.055917352368986,GSK3B;KDM1A;PLK1
GO_Biological_Process_2025,Fc Receptor Mediated Stimulatory Signaling Pathway (GO:0002431),2/24,0.0058746927635266,0.027629678933935,0,0,19.22823984526112,98.77742005697412,SRC;FYN
GO_Biological_Process_2025,Regulation of Intracellular Steroid Hormone Receptor Signaling Pathway (GO:0033143),2/24,0.0058746927635266,0.027629678933935,0,0,19.22823984526112,98.77742005697412,KDM1A;HDAC6
GO_Biological_Process_2025,Regulation of Myotube Differentiation (GO:0010830),2/24,0.0058746927635266,0.027629678933935,0,0,19.22823984526112,98.77742005697412,MMP14;MAPK14
GO_Biological_Process_2025,Cellular Response to Steroid Hormone Stimulus (GO:0071383),2/24,0.0058746927635266,0.027629678933935,0,0,19.22823984526112,98.77742005697412,SRC;ESR1
GO_Biological_Process_2025,Macrophage Differentiation (GO:0030225),2/24,0.0058746927635266,0.027629678933935,0,0,19.22823984526112,98.77742005697412,MMP9;VEGFA
GO_Biological_Process_2025,Negative Regulation of Extrinsic Apoptotic Signaling Pathway in Absence of Ligand (GO:2001240),2/24,0.0058746927635266,0.027629678933935,0,0,19.22823984526112,98.77742005697412,TERT;BCL2
GO_Biological_Process_2025,Negative Regulation of Extrinsic Apoptotic Signaling Pathway via Death Domain Receptors (GO:1902042),2/24,0.0058746927635266,0.027629678933935,0,0,19.22823984526112,98.77742005697412,GSK3B;SERPINE1
GO_Biological_Process_2025,Negative Regulation of Response to Wounding (GO:1903035),2/24,0.0058746927635266,0.027629678933935,0,0,19.22823984526112,98.77742005697412,ALOX5;SERPINE1
GO_Biological_Process_2025,Negative Regulation of Signal Transduction in Absence of Ligand (GO:1901099),2/24,0.0058746927635266,0.027629678933935,0,0,19.22823984526112,98.77742005697412,TERT;BCL2
GO_Biological_Process_2025,Positive Regulation of Morphogenesis of an Epithelium (GO:1905332),2/24,0.0058746927635266,0.027629678933935,0,0,19.22823984526112,98.77742005697412,SIRT6;VEGFA
GO_Biological_Process_2025,Positive Regulation of Receptor Internalization (GO:0002092),2/24,0.0058746927635266,0.027629678933935,0,0,19.22823984526112,98.77742005697412,APP;VEGFA
GO_Biological_Process_2025,Positive Regulation of Striated Muscle Cell Differentiation (GO:0051155),2/24,0.0058746927635266,0.027629678933935,0,0,19.22823984526112,98.77742005697412,MMP14;MAPK14
GO_Biological_Process_2025,Positive Regulation of Macroautophagy (GO:0016239),3/78,0.0062859012116959,0.0292642236249684,0,0,8.528602150537635,43.235288538110304,PRKAA2;STING1;KDR
GO_Biological_Process_2025,Regulation of Protein Export From Nucleus (GO:0046825),2/25,0.0063656858988136,0.0292642236249684,0,0,18.39130434782609,93.00176010517843,GSK3B;SIRT6
GO_Biological_Process_2025,Cardiac Muscle Cell Development (GO:0055013),2/25,0.0063656858988136,0.0292642236249684,0,0,18.39130434782609,93.00176010517843,TTR;VEGFA
GO_Biological_Process_2025,Steroid Biosynthetic Process (GO:0006694),2/25,0.0063656858988136,0.0292642236249684,0,0,18.39130434782609,93.00176010517843,HSD17B1;CYP19A1
GO_Biological_Process_2025,Icosanoid Biosynthetic Process (GO:0046456),2/25,0.0063656858988136,0.0292642236249684,0,0,18.39130434782609,93.00176010517843,CBR1;ALOX5
GO_Biological_Process_2025,Lipid Translocation (GO:0034204),2/25,0.0063656858988136,0.0292642236249684,0,0,18.39130434782609,93.00176010517843,ABCC1;ABCB1
GO_Biological_Process_2025,Negative Regulation of Intrinsic Apoptotic Signaling Pathway in Response to DNA Damage (GO:1902230),2/25,0.0063656858988136,0.0292642236249684,0,0,18.39130434782609,93.00176010517843,KDM1A;BCL2
GO_Biological_Process_2025,Positive Regulation of Neutrophil Migration (GO:1902624),2/25,0.0063656858988136,0.0292642236249684,0,0,18.39130434782609,93.00176010517843,FUT7;FUT4
GO_Biological_Process_2025,Sphingolipid Metabolic Process (GO:0006665),3/79,0.0065115839843962,0.029850856917232,0,0,8.415959252971138,42.36739094198903,ABCC1;FUT7;ABCG2
GO_Biological_Process_2025,Regulation of Double-Strand Break Repair via Homologous Recombination (GO:0010569),3/80,0.0067420477233622,0.0307346980014724,0,0,8.306242144951822,41.52615707146557,KDM1A;PLK1;SIRT6
GO_Biological_Process_2025,Protein Import Into Nucleus (GO:0006606),3/80,0.0067420477233622,0.0307346980014724,0,0,8.306242144951822,41.52615707146557,MMP12;TERT;SIRT6
GO_Biological_Process_2025,Regulation of Glycogen Biosynthetic Process (GO:0005979),2/26,0.0068747303967701,0.0309078788086196,0,0,17.624113475177303,87.76637294514885,GSK3B;DYRK2
GO_Biological_Process_2025,Blood Vessel Endothelial Cell Migration (GO:0043534),2/26,0.0068747303967701,0.0309078788086196,0,0,17.624113475177303,87.76637294514885,KDR;VEGFA
GO_Biological_Process_2025,Hormone Biosynthetic Process (GO:0042446),2/26,0.0068747303967701,0.0309078788086196,0,0,17.624113475177303,87.76637294514885,HSD17B1;CYP19A1
GO_Biological_Process_2025,Myeloid Cell Development (GO:0061515),2/26,0.0068747303967701,0.0309078788086196,0,0,17.624113475177303,87.76637294514885,APP;KIT
GO_Biological_Process_2025,Negative Regulation of Endothelial Cell Apoptotic Process (GO:2000352),2/26,0.0068747303967701,0.0309078788086196,0,0,17.624113475177303,87.76637294514885,SERPINE1;KDR
GO_Biological_Process_2025,Positive Regulation of Organelle Organization (GO:0010638),3/81,0.0069773172714288,0.0311972103752655,0,0,8.19933829611249,40.71045898559802,GSK3B;KDR;MMP9
GO_Biological_Process_2025,Regulation of Catabolic Process (GO:0009894),3/81,0.0069773172714288,0.0311972103752655,0,0,8.19933829611249,40.71045898559802,SIRT6;MAPT;HDAC6
GO_Biological_Process_2025,Response to Insulin (GO:0032868),3/82,0.0072174167778395,0.0321825797306944,0,0,8.095140873826052,39.91922962884147,PKM;PIK3CA;MTOR
GO_Biological_Process_2025,Epithelium Development (GO:0060429),4/159,0.0072535501554979,0.0322555690838491,0,0,5.5396914446002805,27.289983938110005,CBR1;STAT1;KDR;VEGFA
GO_Biological_Process_2025,Regulation of Mitochondrial Fission (GO:0090140),2/27,0.0074016453659445,0.0325201628088599,0,0,16.918297872340425,83.0020652995721,KDR;MAPT
GO_Biological_Process_2025,Regulation of Reactive Oxygen Species Biosynthetic Process (GO:1903426),2/27,0.0074016453659445,0.0325201628088599,0,0,16.918297872340425,83.0020652995721,ALOX5;SNCA
GO_Biological_Process_2025,Striated Muscle Cell Development (GO:0055002),2/27,0.0074016453659445,0.0325201628088599,0,0,16.918297872340425,83.0020652995721,TTR;VEGFA
GO_Biological_Process_2025,Positive Regulation of Vascular Endothelial Growth Factor Production (GO:0010575),2/27,0.0074016453659445,0.0325201628088599,0,0,16.918297872340425,83.0020652995721,CYP1B1;HIF1A
GO_Biological_Process_2025,Skeletal System Development (GO:0001501),4/160,0.0074126841696666,0.0325201628088599,0,0,5.503901895206243,26.994231769856466,ADAMTS4;RPS6KA3;MMP14;FGFR1
GO_Biological_Process_2025,Vascular Transport (GO:0010232),3/84,0.0077121988854748,0.0337434546410052,0,0,7.894464356829948,38.406189632086594,ABCC1;ABCB1;ABCG2
GO_Biological_Process_2025,Regulation of Extrinsic Apoptotic Signaling Pathway in Absence of Ligand (GO:2001239),2/28,0.0079462512056703,0.0341260470227452,0,0,16.266775777414075,78.65075568636239,TERT;BCL2
GO_Biological_Process_2025,Regulation of Monocyte Chemotaxis (GO:0090025),2/28,0.0079462512056703,0.0341260470227452,0,0,16.266775777414075,78.65075568636239,APP;SERPINE1
GO_Biological_Process_2025,Regulation of Tyrosine Phosphorylation of STAT Protein (GO:0042509),2/28,0.0079462512056703,0.0341260470227452,0,0,16.266775777414075,78.65075568636239,FLT3;KIT
GO_Biological_Process_2025,Hematopoietic Progenitor Cell Differentiation (GO:0002244),2/28,0.0079462512056703,0.0341260470227452,0,0,16.266775777414075,78.65075568636239,FLT3;KIT
GO_Biological_Process_2025,Negative Regulation of Protein Polymerization (GO:0032272),2/28,0.0079462512056703,0.0341260470227452,0,0,16.266775777414075,78.65075568636239,DYRK1A;SNCA
GO_Biological_Process_2025,Positive Regulation of G Protein-Coupled Receptor Signaling Pathway (GO:0045745),2/28,0.0079462512056703,0.0341260470227452,0,0,16.266775777414075,78.65075568636239,APP;HIF1A
GO_Biological_Process_2025,Regulation of Calcium Ion Transmembrane Transport (GO:1903169),2/28,0.0079462512056703,0.0341260470227452,0,0,16.266775777414075,78.65075568636239,APP;FYN
GO_Biological_Process_2025,Positive Regulation of Endocytosis (GO:0045807),3/85,0.0079669264189129,0.0341260470227452,0,0,7.797797010228167,37.682514881754805,AXL;SERPINE1;SNCA
GO_Biological_Process_2025,Positive Regulation of MAPK Cascade (GO:0043410),6/362,0.0079917983861638,0.0341429711157576,0,0,3.660674157303371,17.67863817604339,APP;FLT3;KIT;KDR;VEGFA;FGFR1
GO_Biological_Process_2025,Transport Across Blood-Brain Barrier (GO:0150104),3/86,0.0082265737933977,0.0350542256679506,0,0,7.703458997279441,36.97957408731587,ABCC1;ABCB1;ABCG2
GO_Biological_Process_2025,Nervous System Development (GO:0007399),7/480,0.0083653003802354,0.0353324661048218,0,0,3.231037841176331,15.456196288799868,ACHE;APP;RPS6KA3;AXL;DYRK1A;MAPT;VEGFA
GO_Biological_Process_2025,Fc-gamma Receptor Signaling Pathway (GO:0038094),2/29,0.0085083695950949,0.0353324661048218,0,0,15.663514578408195,74.66335234524666,SRC;FYN
GO_Biological_Process_2025,Regulation of Long-Term Synaptic Potentiation (GO:1900271),2/29,0.0085083695950949,0.0353324661048218,0,0,15.663514578408195,74.66335234524666,APP;GSK3B
GO_Biological_Process_2025,Regulation of Plasma Membrane Bounded Cell Projection Organization (GO:0120035),2/29,0.0085083695950949,0.0353324661048218,0,0,15.663514578408195,74.66335234524666,APP;GSK3B
GO_Biological_Process_2025,Camera-Type Eye Development (GO:0043010),2/29,0.0085083695950949,0.0353324661048218,0,0,15.663514578408195,74.66335234524666,CYP1B1;VEGFA
GO_Biological_Process_2025,Regulation of Vascular Endothelial Growth Factor Production (GO:0010574),2/29,0.0085083695950949,0.0353324661048218,0,0,15.663514578408195,74.66335234524666,CYP1B1;HIF1A
GO_Biological_Process_2025,Synaptic Vesicle Endocytosis (GO:0048488),2/29,0.0085083695950949,0.0353324661048218,0,0,15.663514578408195,74.66335234524666,SYNJ2;SNCA
GO_Biological_Process_2025,Negative Regulation of Wound Healing (GO:0061045),2/29,0.0085083695950949,0.0353324661048218,0,0,15.663514578408195,74.66335234524666,ALOX5;SERPINE1
GO_Biological_Process_2025,Positive Regulation of Defense Response to Virus by Host (GO:0002230),2/29,0.0085083695950949,0.0353324661048218,0,0,15.663514578408195,74.66335234524666,STING1;STAT1
GO_Biological_Process_2025,Regulation of Androgen Receptor Signaling Pathway (GO:0060765),2/29,0.0085083695950949,0.0353324661048218,0,0,15.663514578408195,74.66335234524666,KDM1A;HDAC6
GO_Biological_Process_2025,Cellular Response to Hormone Stimulus (GO:0032870),3/89,0.0090352399874704,0.0372646430374636,0,0,7.433608402100525,34.98719074188787,SRC;SOST;ESR1
GO_Biological_Process_2025,Cellular Response to Acid Chemical (GO:0071229),2/30,0.009087823485852,0.0372646430374636,0,0,15.103343465045592,70.99809661026983,MTOR;VEGFA
GO_Biological_Process_2025,Glycosphingolipid Biosynthetic Process (GO:0006688),2/30,0.009087823485852,0.0372646430374636,0,0,15.103343465045592,70.99809661026983,FUT4;ST3GAL3
GO_Biological_Process_2025,Positive Regulation of Nitric Oxide Biosynthetic Process (GO:0045429),2/30,0.009087823485852,0.0372646430374636,0,0,15.103343465045592,70.99809661026983,APP;ESR1
GO_Biological_Process_2025,Prostaglandin Metabolic Process (GO:0006693),2/30,0.009087823485852,0.0372646430374636,0,0,15.103343465045592,70.99809661026983,PTGS1;PTGES
GO_Biological_Process_2025,Establishment of Protein Localization to Organelle (GO:0072594),3/90,0.0093147685615091,0.0380995044921879,0,0,7.347793845012977,34.35941646878212,MMP12;TERT;SIRT6
GO_Biological_Process_2025,Regulation of Epithelial to Mesenchymal Transition (GO:0010717),3/91,0.0095993147289394,0.0391212904441173,0,0,7.263929618768328,33.74867874381312,GSK3B;KDM1A;MTOR
GO_Biological_Process_2025,Chromosome Condensation (GO:0030261),2/31,0.0096844370952349,0.0391212904441173,0,0,14.581804842259722,67.61925731038481,TTR;PLK1
GO_Biological_Process_2025,Innate Immune Response Activating Cell Surface Receptor Signaling Pathway (GO:0002220),2/31,0.0096844370952349,0.0391212904441173,0,0,14.581804842259722,67.61925731038481,SRC;FYN
GO_Biological_Process_2025,Positive Regulation of Lamellipodium Organization (GO:1902745),2/31,0.0096844370952349,0.0391212904441173,0,0,14.581804842259722,67.61925731038481,PIK3CA;SRC
GO_Biological_Process_2025,Positive Regulation of Nitric Oxide Metabolic Process (GO:1904407),2/31,0.0096844370952349,0.0391212904441173,0,0,14.581804842259722,67.61925731038481,APP;ESR1
GO_Biological_Process_2025,Positive Regulation of DNA-binding Transcription Factor Activity (GO:0051091),4/174,0.0098868426505807,0.0397504397552278,0,0,5.047058823529412,23.30000158690932,STING1;KIT;ESR1;ESR2
GO_Biological_Process_2025,Glucose Homeostasis (GO:0042593),3/92,0.0098888961645971,0.0397504397552278,0,0,7.181949981877492,33.154342735740734,PRKAA2;ALOX5;HIF1A
GO_Biological_Process_2025,Negative Regulation of Angiogenesis (GO:0016525),3/93,0.0101835299327531,0.0408342035632753,0,0,7.101792114695341,32.57580379183859,STAT1;ALOX5;SERPINE1
GO_Biological_Process_2025,Regulation of Extrinsic Apoptotic Signaling Pathway via Death Domain Receptors (GO:1902041),2/32,0.0102980358970329,0.0409912063023358,0,0,14.095035460992907,64.49609274272176,GSK3B;SERPINE1
GO_Biological_Process_2025,TOR Signaling (GO:0031929),2/32,0.0102980358970329,0.0409912063023358,0,0,14.095035460992907,64.49609274272176,RPS6KA3;MTOR
GO_Biological_Process_2025,Regulation of Cell Migration Involved in Sprouting Angiogenesis (GO:0090049),2/32,0.0102980358970329,0.0409912063023358,0,0,14.095035460992907,64.49609274272176,KDR;VEGFA
GO_Biological_Process_2025,Lipid Biosynthetic Process (GO:0008610),3/94,0.0104832324988093,0.0415258141700407,0,0,7.02339595887983,32.01248569235427,PRKAA2;HSD17B1;CYP19A1
GO_Biological_Process_2025,Positive Regulation of Phosphorylation (GO:0042327),3/94,0.0104832324988093,0.0415258141700407,0,0,7.02339595887983,32.01248569235427,KDR;MMP9;VEGFA
GO_Biological_Process_2025,Vasculogenesis (GO:0001570),2/33,0.010928446612773,0.0429764454748087,0,0,13.639670555936856,61.60201862094402,KDR;VEGFA
GO_Biological_Process_2025,Protein Localization to Chromatin (GO:0071168),2/33,0.010928446612773,0.0429764454748087,0,0,13.639670555936856,61.60201862094402,PLK1;ESR1
GO_Biological_Process_2025,Regulation of calcineurin-NFAT Signaling Cascade (GO:0070884),2/33,0.010928446612773,0.0429764454748087,0,0,13.639670555936856,61.60201862094402,GSK3B;DYRK2
GO_Biological_Process_2025,B Cell Activation (GO:0042113),3/96,0.0110979069043523,0.0435379424709206,0,0,6.871661463753035,30.92933969739665,FLT3;KIT;BCL2
GO_Biological_Process_2025,Regulation of TORC1 Signaling (GO:1903432),3/97,0.0114129087181845,0.044666347789154,0,0,6.798215511324639,30.408487463309,DYRK3;PRKAA2;SRC
GO_Biological_Process_2025,Regulation of Developmental Growth (GO:0048638),2/34,0.0115754972109367,0.0448722362191181,0,0,13.212765957446807,58.91393603867177,APP;GSK3B
GO_Biological_Process_2025,Synaptic Vesicle Recycling (GO:0036465),2/34,0.0115754972109367,0.0448722362191181,0,0,13.212765957446807,58.91393603867177,SYNJ2;SNCA
GO_Biological_Process_2025,Negative Regulation of Microtubule Polymerization or Depolymerization (GO:0031111),2/34,0.0115754972109367,0.0448722362191181,0,0,13.212765957446807,58.91393603867177,DYRK1A;SNCA
GO_Biological_Process_2025,"Regulation of DNA Damage Response, Signal Transduction by P53 Class Mediator (GO:0043516)",2/34,0.0115754972109367,0.0448722362191181,0,0,13.212765957446807,58.91393603867177,KDM1A;DYRK1A
GO_Biological_Process_2025,Positive Regulation of Catabolic Process (GO:0009896),4/183,0.01173044919321,0.0452678962865737,0,0,4.79111003157639,21.299202195638077,GSK3B;PRKAA2;MTOR;SNCA
GO_Biological_Process_2025,Positive Regulation of Protein Modification Process (GO:0031401),3/98,0.0117330392948656,0.0452678962865737,0,0,6.726315789473684,29.900804658388942,KDR;MMP9;VEGFA
GO_Biological_Process_2025,Negative Regulation of Cell Migration (GO:0030336),4/184,0.0119479884203184,0.0459884837310368,0,0,4.764251207729469,21.092256489866152,GSK3B;ADORA3;SERPINE1;CYP1B1
GO_Biological_Process_2025,Regulation of Mitochondrial Membrane Potential (GO:0051881),2/35,0.0122390168869593,0.0465596166888523,0,0,12.811734364925854,56.411684848762775,BCL2;MAPT
GO_Biological_Process_2025,Phospholipid Translocation (GO:0045332),2/35,0.0122390168869593,0.0465596166888523,0,0,12.811734364925854,56.411684848762775,ABCC1;ABCB1
GO_Biological_Process_2025,Positive Regulation of Macromolecule Metabolic Process (GO:0010604),2/35,0.0122390168869593,0.0465596166888523,0,0,12.811734364925854,56.411684848762775,APP;SNCA
GO_Biological_Process_2025,Positive Regulation of Mononuclear Cell Migration (GO:0071677),2/35,0.0122390168869593,0.0465596166888523,0,0,12.811734364925854,56.411684848762775,APP;SERPINE1
GO_Biological_Process_2025,Regulation of Cellular Senescence (GO:2000772),2/35,0.0122390168869593,0.0465596166888523,0,0,12.811734364925854,56.411684848762775,TERT;SIRT6
GO_Biological_Process_2025,Hemopoiesis (GO:0030097),3/101,0.0127243362978483,0.048293294972299,0,0,6.519420671494404,28.452309138616958,FLT3;KIT;KDR
GO_Biological_Process_2025,Cellular Response to Heat (GO:0034605),2/36,0.0129188360685873,0.0488044918146631,0,0,12.434292866082604,54.07759605240032,MAPT;HDAC6
GO_Biological_Process_2025,Regulation of Blood Circulation (GO:1903522),2/36,0.0129188360685873,0.0488044918146631,0,0,12.434292866082604,54.07759605240032,APP;ADORA3
GO_Cellular_Component_2025,Dendrite (GO:0030425),10/281,9.9486159760723e-07,6.11644655294015e-05,0,0,8.42401098429589,116.42541024491744,MMP12;APP;GSK3B;PRKAA2;STAT1;ADORA3;DYRK1A;FYN;MAPT;HDAC6
GO_Cellular_Component_2025,Axon (GO:0030424),9/217,1.0109829013124214e-06,6.11644655294015e-05,0,0,9.79575596816976,135.2263706921469,MMP12;APP;GSK3B;PRKAA2;STAT1;DYRK1A;MAPT;HDAC6;SNCA
GO_Cellular_Component_2025,Neuron Projection (GO:0043005),12/560,1.517615588331942e-05,0.0005618758041199232,0,0,5.045881126173097,55.98801238245916,MMP12;APP;GSK3B;PRKAA2;STAT1;ADORA3;DYRK1A;FYN;MAPT;HDAC6;PTGS1;SNCA
GO_Cellular_Component_2025,Membrane Raft (GO:0045121),7/171,1.8574406747766052e-05,0.0005618758041199232,0,0,9.466977254042204,103.13065536462572,MMP12;APP;SRC;KDR;FYN;MAPT;ABCG2
GO_Cellular_Component_2025,Secretory Granule Lumen (GO:0034774),7/316,0.0008248756377224851,0.0167621180219114,0,0,4.987636813206793,35.41360756346221,APP;PKM;TTR;ALOX5;SERPINE1;MAPK14;VEGFA
GO_Cellular_Component_2025,Platelet Alpha Granule (GO:0031091),4/90,0.0009289345569948932,0.0167621180219114,0,0,10.019211324570271,69.94884599169751,APP;SERPINE1;SNCA;VEGFA
GO_Cellular_Component_2025,Lytic Vacuole (GO:0000323),6/236,0.000969709307052726,0.0167621180219114,0,0,5.702608695652174,39.56763149640548,BACE1;APP;SRC;TYR;MTOR;SNCA
GO_Cellular_Component_2025,trans-Golgi Network (GO:0005802),6/251,0.0013303954664075,0.0201222314294137,0,0,5.349387755102041,35.425138395583375,BACE1;MMP12;APP;FUT7;CA4;FUT4
GO_Cellular_Component_2025,Golgi-associated Vesicle (GO:0005798),3/48,0.0015850525143587,0.0213101504708233,0,0,14.23584229390681,91.78043611536052,BACE1;APP;TYR
GO_Cellular_Component_2025,Cytoskeleton (GO:0005856),10/694,0.0018252632106493,0.0220856848488566,0,0,3.267373861009112,20.60416110879155,DYRK4;DYRK3;MMP14;DYRK2;AXL;PLK1;DYRK1A;MAPT;CLK3;SNCA
GO_Cellular_Component_2025,Glial Cell Projection (GO:0097386),2/15,0.0022985611577693,0.0221335467642248,0,0,32.55482815057283,197.78594479007495,FYN;MAPT
GO_Cellular_Component_2025,Cytoplasmic Vesicle Lumen (GO:0060205),4/117,0.0024427233131699,0.0221335467642248,0,0,7.614851866102347,45.80060595477753,BACE1;PKM;ALOX5;MAPK14
GO_Cellular_Component_2025,Collagen-Containing Extracellular Matrix (GO:0062023),7/383,0.0024751556016086,0.0221335467642248,0,0,4.084867320105188,24.51513521170729,ADAMTS4;ACHE;PKM;MMP2;SERPINE1;SOST;MMP9
GO_Cellular_Component_2025,Intracellular Membrane-Bounded Organelle (GO:0043231),40/5597,0.0026676766192714,0.0221335467642248,0,0,1.8441348106635127,10.929352303662425,APP;DYRK4;GSK3B;DYRK3;DNMT1;DYRK2;PRKAA2;KDM1A;KLK1;SRC;HIF1A;HDAC6;PSMB5;TERT;CYP1B1;FYN;SNCA;STAT1;PLK1;DYRK1A;DYRK1B;RPSA;SIRT6;CSNK1E;MAPK14;TYR;CLK4;ESR1;CLK3;ESR2;MTOR;MMP12;RAD52;MMP14;PKM;AXL;CDK2;BCL2;MAPKAPK5;MAPT
GO_Cellular_Component_2025,Nucleus (GO:0005634),36/4879,0.0028558537549862,0.0221335467642248,0,0,1.865909560189965,10.931215537695216,APP;DYRK4;GSK3B;DYRK3;DNMT1;DYRK2;PRKAA2;KDM1A;KLK1;HIF1A;HDAC6;PSMB5;TERT;FYN;SNCA;STAT1;PLK1;DYRK1A;DYRK1B;RPSA;SIRT6;CSNK1E;MAPK14;CLK4;ESR1;CLK3;ESR2;MTOR;MMP12;RAD52;MMP14;PKM;CDK2;BCL2;MAPKAPK5;MAPT
GO_Cellular_Component_2025,Ficolin-1-Rich Granule Lumen (GO:1904813),4/123,0.002926749985352,0.0221335467642248,0,0,7.228717573986116,42.17134576305843,PKM;ALOX5;MAPK14;MMP9
GO_Cellular_Component_2025,Platelet Alpha Granule Lumen (GO:0031093),3/66,0.003940609812375,0.0280478698410221,0,0,10.159242191500256,56.24582955023419,APP;SERPINE1;VEGFA
GO_Cellular_Component_2025,Protein Kinase Complex (GO:1902911),2/22,0.0049475906363984,0.0320377770174607,0,0,21.153191489361703,112.29921711841662,STING1;MTOR
GO_Cellular_Component_2025,Serine/Threonine Protein Kinase Complex (GO:1902554),3/72,0.0050307253167913,0.0320377770174607,0,0,9.273024777933614,49.07461926566847,STING1;CDK2;MTOR
GO_Molecular_Function_2025,Carbonate Dehydratase Activity (GO:0004089),9/12,1.9998037798154572e-19,5.0595035629331073e-17,0,0,686.2413793103449,29546.855286973245,CA12;CA3;CA5B;CA2;CA5A;CA4;CA7;CA6;CA9
GO_Molecular_Function_2025,Protein Tyrosine Kinase Activity (GO:0004713),14/102,5.420040632892482e-17,6.85635140060899e-15,0,0,38.44567627494457,1439.938333558326,DYRK2;FLT3;SRC;DYRK1A;CLK4;CLK3;MTOR;PKM;TTR;AXL;KIT;KDR;FYN;FGFR1
GO_Molecular_Function_2025,Hydro-Lyase Activity (GO:0016836),10/46,1.4175069343753883e-14,1.1954308479899109e-12,0,0,64.17312661498708,2046.307204678376,CA12;CA1;CA3;CA5B;CA2;CA5A;CA4;CA7;CA6;CA9
GO_Molecular_Function_2025,Protein Serine/Threonine Kinase Activity (GO:0004674),18/359,9.37573094149264e-14,5.930149820494095e-12,0,0,13.239115722986693,397.1478773810464,DYRK4;GSK3B;DYRK3;DYRK2;PRKAA2;PLK1;DYRK1A;DYRK1B;CSNK1E;MAPK14;CLK4;CLK3;MTOR;RPS6KA3;PKM;TTR;CDK2;MAPKAPK5
GO_Molecular_Function_2025,Endopeptidase Activity (GO:0004175),13/311,3.074283070038286e-09,1.4261395531135862e-07,0,0,10.304762674860516,201.9753486932624,KLK1;MMP1;MMP2;KLK2;MMP9;ADAMTS4;BACE1;MMP12;DPP4;ADAMTS5;MMP14;MMP13;PSMB5
GO_Molecular_Function_2025,Protein Homodimerization Activity (GO:0042803),18/680,3.382149137818782e-09,1.4261395531135862e-07,0,0,6.70764582849175,130.83098509007078,KCNH2;ACHE;APP;STAT1;SIRT6;TYR;VEGFA;MMP12;DPP4;PKM;TTR;TERT;STING1;HSD17B1;KIT;XDH;ABCG2;FGFR1
GO_Molecular_Function_2025,Serine-Type Endopeptidase Activity (GO:0004252),9/136,1.8712538418194048e-08,6.763246028290135e-07,0,0,16.109421667119197,286.6522095728335,MMP12;DPP4;MMP14;MMP13;KLK1;MMP1;MMP2;KLK2;MMP9
GO_Molecular_Function_2025,Metalloendopeptidase Activity (GO:0004222),8/99,2.50598223412666e-08,7.925168815425561e-07,0,0,19.793206793206792,346.42070483626594,ADAMTS4;MMP12;ADAMTS5;MMP14;MMP13;MMP1;MMP2;MMP9
GO_Molecular_Function_2025,Serine-Type Peptidase Activity (GO:0008236),9/149,4.142335931812611e-08,1.1644566563873229e-06,0,0,14.603940886699508,248.25853764692343,MMP12;DPP4;MMP14;MMP13;KLK1;MMP1;MMP2;KLK2;MMP9
GO_Molecular_Function_2025,Metallopeptidase Activity (GO:0008237),8/122,1.2880266274383205e-07,3.258707367418951e-06,0,0,15.781499202551831,250.37323786822583,ADAMTS4;MMP12;ADAMTS5;MMP14;MMP13;MMP1;MMP2;MMP9
GO_Molecular_Function_2025,Tau Protein Binding (GO:0048156),5/40,1.321175714586205e-06,3.038704143548272e-05,0,0,31.191522762951333,422.2392857171392,GSK3B;DYRK1A;FYN;HDAC6;SNCA
GO_Molecular_Function_2025,Transmembrane Receptor Protein Tyrosine Kinase Activity (GO:0004714),5/50,4.095992102721715e-06,8.635716683238282e-05,0,0,24.247863247863247,300.8069062761304,FLT3;AXL;KIT;KDR;FGFR1
GO_Molecular_Function_2025,Transition Metal Ion Binding (GO:0046914),11/458,1.2339684991031002e-05,0.00022679255242119865,0,0,5.633030661929201,63.66839971128206,ADAMTS4;MMP12;DYRK2;MMP13;CA2;ALOX5;CA9;SIRT6;TYR;MMP9;SNCA
GO_Molecular_Function_2025,ABC-type Xenobiotic Transporter Activity (GO:0008559),3/10,1.254978550947344e-05,0.00022679255242119865,0,0,91.69124423963132,1034.809684557288,ABCC1;ABCB1;ABCG2
GO_Molecular_Function_2025,Hsp90 Protein Binding (GO:0051879),4/35,2.3282551948480395e-05,0.0003703468986413749,0,0,27.872370266479663,297.3370477191675,KDR;MAPT;HIF1A;HDAC6
GO_Molecular_Function_2025,Protease Binding (GO:0002020),6/119,2.3421147740166e-05,0.0003703468986413749,0,0,11.676106194690265,124.48914029708206,ADAMTS4;DPP4;GSK3B;TTR;SERPINE1;BCL2
GO_Molecular_Function_2025,Transcription Coactivator Binding (GO:0001223),4/36,2.6096833856651637e-05,0.00038838229210193313,0,0,27.0,284.94980709754475,TERT;STAT1;HIF1A;ESR1
GO_Molecular_Function_2025,Transmembrane Receptor Protein Kinase Activity (GO:0019199),4/37,2.9152814587708133e-05,0.0004097590050383421,0,0,26.180500658761527,273.4018974530941,FLT3;AXL;KIT;KDR
GO_Molecular_Function_2025,Protein Serine Kinase Activity (GO:0106310),3/17,6.94016149133282e-05,0.0009241372933195808,0,0,45.8294930875576,438.8449133069964,GSK3B;PLK1;DYRK1A
